year,round,quota,college_name,college_state,college_type,course,category,gender,pwd_flag,domicile_state,seat_type,opening_rank,closing_rank,opening_score,closing_score,source_file
2023,1,STATE,Lady Hardinge Medical College,DL,GOVT,MBBS,EWS,ANY,0,DL,SQ,881,1060,,,curated_v1
2023,1,STATE,Lady Hardinge Medical College,DL,GOVT,MBBS,OBC,ANY,0,DL,SQ,1114,1372,,,curated_v1
2023,1,STATE,Lady Hardinge Medical College,DL,GOVT,MBBS,SC,ANY,0,DL,SQ,2550,3975,,,curated_v1
2023,1,STATE,Lady Hardinge Medical College,DL,GOVT,MBBS,ST,ANY,0,DL,SQ,5461,7571,,,curated_v1
2023,1,STATE,Lady Hardinge Medical College,DL,GOVT,MBBS,UR,ANY,0,DL,SQ,796,946,,,curated_v1
2023,1,STATE,Maulana Azad Medical College,DL,GOVT,MBBS,EWS,ANY,0,DL,SQ,135,210,,,curated_v1
2023,1,STATE,Maulana Azad Medical College,DL,GOVT,MBBS,OBC,ANY,0,DL,SQ,225,272,,,curated_v1
2023,1,STATE,Maulana Azad Medical College,DL,GOVT,MBBS,SC,ANY,0,DL,SQ,645,789,,,curated_v1
2023,1,STATE,Maulana Azad Medical College,DL,GOVT,MBBS,ST,ANY,0,DL,SQ,1013,1503,,,curated_v1
2023,1,STATE,Maulana Azad Medical College,DL,GOVT,MBBS,UR,ANY,0,DL,SQ,135,187,,,curated_v1
2023,1,STATE,Vardhman Mahavir Medical College,DL,GOVT,MBBS,EWS,ANY,0,DL,SQ,385,576,,,curated_v1
2023,1,STATE,Vardhman Mahavir Medical College,DL,GOVT,MBBS,OBC,ANY,0,DL,SQ,448,746,,,curated_v1
2023,1,STATE,Vardhman Mahavir Medical College,DL,GOVT,MBBS,SC,ANY,0,DL,SQ,1714,2163,,,curated_v1
2023,1,STATE,Vardhman Mahavir Medical College,DL,GOVT,MBBS,ST,ANY,0,DL,SQ,3128,4120,,,curated_v1
2023,1,STATE,Vardhman Mahavir Medical College,DL,GOVT,MBBS,UR,ANY,0,DL,SQ,363,515,,,curated_v1
2023,1,STATE,Bangalore Medical College,KA,GOVT,MBBS,EWS,ANY,0,KA,SQ,5438,7650,,,curated_v1
